Source JSON File,Tax ID,confidence,Receipt Number,confidence,Date,confidence,Time,confidence,Total Amount,confidence,Store name,confidence,Order item,confidence,Item Price,confidence,QTY,confidence,Branch ID
GAGA_Potch_08.json,TaxID:0105565176530,0.943,No:20250123042,0.989,2025-01-23,0.985,16:28:26,0.997,462.62,0.162,"GAGA Beverages (Thailand) Co.,Ltd",0.972,Sunrise 50%,0.894,100,0.986,1,0.814,
GAGA_Potch_08.json,TaxID:0105565176530,0.943,No:20250123042,0.989,2025-01-23,0.985,16:28:26,0.997,462.62,0.162,"GAGA Beverages (Thailand) Co.,Ltd",0.972,Hojicha Latte 100%,0.922,95,0.989,1,0.931,
GAGA_Potch_08.json,TaxID:0105565176530,0.943,No:20250123042,0.989,2025-01-23,0.985,16:28:26,0.997,462.62,0.162,"GAGA Beverages (Thailand) Co.,Ltd",0.972,Red Ruby 0%,0.964,90,0.988,1,0.929,
GAGA_Potch_08.json,TaxID:0105565176530,0.943,No:20250123042,0.989,2025-01-23,0.985,16:28:26,0.997,462.62,0.162,"GAGA Beverages (Thailand) Co.,Ltd",0.972,HonLemon Juice 50%,0.955,90,0.99,1,0.753,
GAGA_Potch_08.json,TaxID:0105565176530,0.943,No:20250123042,0.989,2025-01-23,0.985,16:28:26,0.997,462.62,0.162,"GAGA Beverages (Thailand) Co.,Ltd",0.972,Genmai Rice Latte 25%,0.519,120,0.161,1,0.893,
GAGA_Potch_08.json,TaxID:0105565176530,0.943,No:20250123042,0.989,2025-01-23,0.985,16:28:26,0.997,462.62,0.162,"GAGA Beverages (Thailand) Co.,Ltd",0.972,Sunrise 50%,0.894,100,0.986,1,0.814,
GAGA_Potch_08.json,TaxID:0105565176530,0.943,No:20250123042,0.989,2025-01-23,0.985,16:28:26,0.997,462.62,0.162,"GAGA Beverages (Thailand) Co.,Ltd",0.972,Hojicha Latte 100%,0.922,95,0.989,1,0.931,
GAGA_Potch_08.json,TaxID:0105565176530,0.943,No:20250123042,0.989,2025-01-23,0.985,16:28:26,0.997,462.62,0.162,"GAGA Beverages (Thailand) Co.,Ltd",0.972,Red Ruby 0%,0.964,90,0.988,1,0.929,
GAGA_Potch_08.json,TaxID:0105565176530,0.943,No:20250123042,0.989,2025-01-23,0.985,16:28:26,0.997,462.62,0.162,"GAGA Beverages (Thailand) Co.,Ltd",0.972,HonLemon Juice 50%,0.955,90,0.99,1,0.753,
GAGA_Potch_08.json,TaxID:0105565176530,0.943,No:20250123042,0.989,2025-01-23,0.985,16:28:26,0.997,462.62,0.162,"GAGA Beverages (Thailand) Co.,Ltd",0.972,Genmai Rice Latte 25%,0.519,120,0.161,1,0.893,
GAGA_Potch_08.json,TaxID:0105565176530,0.943,No:20250123042,0.989,2025-01-23,0.985,16:28:26,0.997,462.62,0.162,"GAGA Beverages (Thailand) Co.,Ltd",0.972,Sunrise 50%,0.894,100,0.986,1,0.814,
GAGA_Potch_08.json,TaxID:0105565176530,0.943,No:20250123042,0.989,2025-01-23,0.985,16:28:26,0.997,462.62,0.162,"GAGA Beverages (Thailand) Co.,Ltd",0.972,Hojicha Latte 100%,0.922,95,0.989,1,0.931,
GAGA_Potch_08.json,TaxID:0105565176530,0.943,No:20250123042,0.989,2025-01-23,0.985,16:28:26,0.997,462.62,0.162,"GAGA Beverages (Thailand) Co.,Ltd",0.972,Red Ruby 0%,0.964,90,0.988,1,0.929,
GAGA_Potch_08.json,TaxID:0105565176530,0.943,No:20250123042,0.989,2025-01-23,0.985,16:28:26,0.997,462.62,0.162,"GAGA Beverages (Thailand) Co.,Ltd",0.972,HonLemon Juice 50%,0.955,90,0.99,1,0.753,
GAGA_Potch_08.json,TaxID:0105565176530,0.943,No:20250123042,0.989,2025-01-23,0.985,16:28:26,0.997,462.62,0.162,"GAGA Beverages (Thailand) Co.,Ltd",0.972,Genmai Rice Latte 25%,0.519,120,0.161,1,0.893,
GAGA_Potch_08.json,TaxID:0105565176530,0.943,No:20250123042,0.989,2025-01-23,0.985,16:28:26,0.997,462.62,0.162,"GAGA Beverages (Thailand) Co.,Ltd",0.972,Sunrise 50%,0.894,100,0.986,1,0.814,
GAGA_Potch_08.json,TaxID:0105565176530,0.943,No:20250123042,0.989,2025-01-23,0.985,16:28:26,0.997,462.62,0.162,"GAGA Beverages (Thailand) Co.,Ltd",0.972,Hojicha Latte 100%,0.922,95,0.989,1,0.931,
GAGA_Potch_08.json,TaxID:0105565176530,0.943,No:20250123042,0.989,2025-01-23,0.985,16:28:26,0.997,462.62,0.162,"GAGA Beverages (Thailand) Co.,Ltd",0.972,Red Ruby 0%,0.964,90,0.988,1,0.929,
GAGA_Potch_08.json,TaxID:0105565176530,0.943,No:20250123042,0.989,2025-01-23,0.985,16:28:26,0.997,462.62,0.162,"GAGA Beverages (Thailand) Co.,Ltd",0.972,HonLemon Juice 50%,0.955,90,0.99,1,0.753,
GAGA_Potch_08.json,TaxID:0105565176530,0.943,No:20250123042,0.989,2025-01-23,0.985,16:28:26,0.997,462.62,0.162,"GAGA Beverages (Thailand) Co.,Ltd",0.972,Genmai Rice Latte 25%,0.519,120,0.161,1,0.893,
GAGA_Potch_08.json,TaxID:0105565176530,0.943,No:20250123042,0.989,2025-01-23,0.985,16:28:26,0.997,462.62,0.162,"GAGA Beverages (Thailand) Co.,Ltd",0.972,Sunrise 50%,0.894,100,0.986,1,0.814,
GAGA_Potch_08.json,TaxID:0105565176530,0.943,No:20250123042,0.989,2025-01-23,0.985,16:28:26,0.997,462.62,0.162,"GAGA Beverages (Thailand) Co.,Ltd",0.972,Hojicha Latte 100%,0.922,95,0.989,1,0.931,
GAGA_Potch_08.json,TaxID:0105565176530,0.943,No:20250123042,0.989,2025-01-23,0.985,16:28:26,0.997,462.62,0.162,"GAGA Beverages (Thailand) Co.,Ltd",0.972,Red Ruby 0%,0.964,90,0.988,1,0.929,
GAGA_Potch_08.json,TaxID:0105565176530,0.943,No:20250123042,0.989,2025-01-23,0.985,16:28:26,0.997,462.62,0.162,"GAGA Beverages (Thailand) Co.,Ltd",0.972,HonLemon Juice 50%,0.955,90,0.99,1,0.753,
GAGA_Potch_09.json,TaxID:0105565176530,0.982,No:20250123049,0.99,2025-01-23,0.986,17:31:03,0.982,0,0.202,"GAGA Beverages (Thailand) Co.,Ltd",0.966,Cotton Candy Sky,0.962,125,0.896,1,0.727,
GAGA_Potch_09.json,TaxID:0105565176530,0.982,No:20250123049,0.99,2025-01-23,0.986,17:31:03,0.982,0,0.202,"GAGA Beverages (Thailand) Co.,Ltd",0.966,Cotton Candy Sky,0.962,125,0.896,1,0.727,
GAGA_Potch_09.json,TaxID:0105565176530,0.982,No:20250123049,0.99,2025-01-23,0.986,17:31:03,0.982,0,0.202,"GAGA Beverages (Thailand) Co.,Ltd",0.966,Cotton Candy Sky,0.962,125,0.896,1,0.727,
GAGA_Potch_09.json,TaxID:0105565176530,0.982,No:20250123049,0.99,2025-01-23,0.986,17:31:03,0.982,0,0.202,"GAGA Beverages (Thailand) Co.,Ltd",0.966,Cotton Candy Sky,0.962,125,0.896,1,0.727,
GAGA_Potch_09.json,TaxID:0105565176530,0.982,No:20250123049,0.99,2025-01-23,0.986,17:31:03,0.982,0,0.202,"GAGA Beverages (Thailand) Co.,Ltd",0.966,Cotton Candy Sky,0.962,125,0.896,1,0.727,
GAGA_Potch_09.json,TaxID:0105565176530,0.982,No:20250123049,0.99,2025-01-23,0.986,17:31:03,0.982,0,0.202,"GAGA Beverages (Thailand) Co.,Ltd",0.966,Cotton Candy Sky,0.962,125,0.896,1,0.727,
GAGA_Potch_09.json,TaxID:0105565176530,0.982,No:20250123049,0.99,2025-01-23,0.986,17:31:03,0.982,0,0.202,"GAGA Beverages (Thailand) Co.,Ltd",0.966,Cotton Candy Sky,0.962,125,0.896,1,0.727,
GAGA_Potch_09.json,TaxID:0105565176530,0.982,No:20250123049,0.99,2025-01-23,0.986,17:31:03,0.982,0,0.202,"GAGA Beverages (Thailand) Co.,Ltd",0.966,Cotton Candy Sky,0.962,125,0.896,1,0.727,
GAGA_Potch_09.json,TaxID:0105565176530,0.982,No:20250123049,0.99,2025-01-23,0.986,17:31:03,0.982,0,0.202,"GAGA Beverages (Thailand) Co.,Ltd",0.966,Cotton Candy Sky,0.962,125,0.896,1,0.727,
GAGA_Potch_10.json,TaxID:0105565176530,0.969,No:20250123046,0.991,2025-01-23,0.895,17:10:42,0.997,317.76,0.181,"GAGA Beverages (Thailand) Co.,Ltd",0.979,SaltCaramelC CFM 0%,0.745,120,0.146,1,0.985,
GAGA_Potch_10.json,TaxID:0105565176530,0.969,No:20250123046,0.991,2025-01-23,0.895,17:10:42,0.997,317.76,0.181,"GAGA Beverages (Thailand) Co.,Ltd",0.979,Mint Choc MintM 50%,0.928,120,0.162,1,0.986,
GAGA_Potch_10.json,TaxID:0105565176530,0.969,No:20250123046,0.991,2025-01-23,0.895,17:10:42,0.997,317.76,0.181,"GAGA Beverages (Thailand) Co.,Ltd",0.979,Overload 100%,0.93,100,0.929,1,0.986,
GAGA_Potch_10.json,TaxID:0105565176530,0.969,No:20250123046,0.991,2025-01-23,0.895,17:10:42,0.997,317.76,0.181,"GAGA Beverages (Thailand) Co.,Ltd",0.979,SaltCaramelC CFM 0%,0.745,120,0.146,1,0.985,
GAGA_Potch_10.json,TaxID:0105565176530,0.969,No:20250123046,0.991,2025-01-23,0.895,17:10:42,0.997,317.76,0.181,"GAGA Beverages (Thailand) Co.,Ltd",0.979,Mint Choc MintM 50%,0.928,120,0.162,1,0.986,
GAGA_Potch_10.json,TaxID:0105565176530,0.969,No:20250123046,0.991,2025-01-23,0.895,17:10:42,0.997,317.76,0.181,"GAGA Beverages (Thailand) Co.,Ltd",0.979,Overload 100%,0.93,100,0.929,1,0.986,
GAGA_Potch_10.json,TaxID:0105565176530,0.969,No:20250123046,0.991,2025-01-23,0.895,17:10:42,0.997,317.76,0.181,"GAGA Beverages (Thailand) Co.,Ltd",0.979,SaltCaramelC CFM 0%,0.745,120,0.146,1,0.985,
GAGA_Potch_10.json,TaxID:0105565176530,0.969,No:20250123046,0.991,2025-01-23,0.895,17:10:42,0.997,317.76,0.181,"GAGA Beverages (Thailand) Co.,Ltd",0.979,Mint Choc MintM 50%,0.928,120,0.162,1,0.986,
GAGA_Potch_10.json,TaxID:0105565176530,0.969,No:20250123046,0.991,2025-01-23,0.895,17:10:42,0.997,317.76,0.181,"GAGA Beverages (Thailand) Co.,Ltd",0.979,Overload 100%,0.93,100,0.929,1,0.986,
GAGA_Potch_10.json,TaxID:0105565176530,0.969,No:20250123046,0.991,2025-01-23,0.895,17:10:42,0.997,317.76,0.181,"GAGA Beverages (Thailand) Co.,Ltd",0.979,SaltCaramelC CFM 0%,0.745,120,0.146,1,0.985,
GAGA_Potch_10.json,TaxID:0105565176530,0.969,No:20250123046,0.991,2025-01-23,0.895,17:10:42,0.997,317.76,0.181,"GAGA Beverages (Thailand) Co.,Ltd",0.979,Mint Choc MintM 50%,0.928,120,0.162,1,0.986,
GAGA_Potch_10.json,TaxID:0105565176530,0.969,No:20250123046,0.991,2025-01-23,0.895,17:10:42,0.997,317.76,0.181,"GAGA Beverages (Thailand) Co.,Ltd",0.979,Overload 100%,0.93,100,0.929,1,0.986,
GAGA_Potch_10.json,TaxID:0105565176530,0.969,No:20250123046,0.991,2025-01-23,0.895,17:10:42,0.997,317.76,0.181,"GAGA Beverages (Thailand) Co.,Ltd",0.979,SaltCaramelC CFM 0%,0.745,120,0.146,1,0.985,
GAGA_Potch_10.json,TaxID:0105565176530,0.969,No:20250123046,0.991,2025-01-23,0.895,17:10:42,0.997,317.76,0.181,"GAGA Beverages (Thailand) Co.,Ltd",0.979,Mint Choc MintM 50%,0.928,120,0.162,1,0.986,
GAGA_Potch_10.json,TaxID:0105565176530,0.969,No:20250123046,0.991,2025-01-23,0.895,17:10:42,0.997,317.76,0.181,"GAGA Beverages (Thailand) Co.,Ltd",0.979,Overload 100%,0.93,100,0.929,1,0.986,
GAGA_Potch_10.json,TaxID:0105565176530,0.969,No:20250123046,0.991,2025-01-23,0.895,17:10:42,0.997,317.76,0.181,"GAGA Beverages (Thailand) Co.,Ltd",0.979,SaltCaramelC CFM 0%,0.745,120,0.146,1,0.985,
GAGA_Potch_10.json,TaxID:0105565176530,0.969,No:20250123046,0.991,2025-01-23,0.895,17:10:42,0.997,317.76,0.181,"GAGA Beverages (Thailand) Co.,Ltd",0.979,Mint Choc MintM 50%,0.928,120,0.162,1,0.986,
GAGA_Potch_10.json,TaxID:0105565176530,0.969,No:20250123046,0.991,2025-01-23,0.895,17:10:42,0.997,317.76,0.181,"GAGA Beverages (Thailand) Co.,Ltd",0.979,Overload 100%,0.93,100,0.929,1,0.986,
GAGA_Potch_10.json,TaxID:0105565176530,0.969,No:20250123046,0.991,2025-01-23,0.895,17:10:42,0.997,317.76,0.181,"GAGA Beverages (Thailand) Co.,Ltd",0.979,SaltCaramelC CFM 0%,0.745,120,0.146,1,0.985,
GAGA_Potch_10.json,TaxID:0105565176530,0.969,No:20250123046,0.991,2025-01-23,0.895,17:10:42,0.997,317.76,0.181,"GAGA Beverages (Thailand) Co.,Ltd",0.979,Mint Choc MintM 50%,0.928,120,0.162,1,0.986,
GAGA_Potch_10.json,TaxID:0105565176530,0.969,No:20250123046,0.991,2025-01-23,0.895,17:10:42,0.997,317.76,0.181,"GAGA Beverages (Thailand) Co.,Ltd",0.979,Overload 100%,0.93,100,0.929,1,0.986,
GAGA_Potch_10.json,TaxID:0105565176530,0.969,No:20250123046,0.991,2025-01-23,0.895,17:10:42,0.997,317.76,0.181,"GAGA Beverages (Thailand) Co.,Ltd",0.979,SaltCaramelC CFM 0%,0.745,120,0.146,1,0.985,
GAGA_Potch_10.json,TaxID:0105565176530,0.969,No:20250123046,0.991,2025-01-23,0.895,17:10:42,0.997,317.76,0.181,"GAGA Beverages (Thailand) Co.,Ltd",0.979,Mint Choc MintM 50%,0.928,120,0.162,1,0.986,
GAGA_Potch_10.json,TaxID:0105565176530,0.969,No:20250123046,0.991,2025-01-23,0.895,17:10:42,0.997,317.76,0.181,"GAGA Beverages (Thailand) Co.,Ltd",0.979,Overload 100%,0.93,100,0.929,1,0.986,
GAGA_Potch_10.json,TaxID:0105565176530,0.969,No:20250123046,0.991,2025-01-23,0.895,17:10:42,0.997,317.76,0.181,"GAGA Beverages (Thailand) Co.,Ltd",0.979,SaltCaramelC CFM 0%,0.745,120,0.146,1,0.985,
GAGA_Potch_10.json,TaxID:0105565176530,0.969,No:20250123046,0.991,2025-01-23,0.895,17:10:42,0.997,317.76,0.181,"GAGA Beverages (Thailand) Co.,Ltd",0.979,Mint Choc MintM 50%,0.928,120,0.162,1,0.986,
GAGA_Potch_10.json,TaxID:0105565176530,0.969,No:20250123046,0.991,2025-01-23,0.895,17:10:42,0.997,317.76,0.181,"GAGA Beverages (Thailand) Co.,Ltd",0.979,Overload 100%,0.93,100,0.929,1,0.986,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,1(it (M)Black Honey,0.5,90,0.99,135,0.072,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,50%,0.055,,0.051,,0.051,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,CM,0.717,25,0.312,,0.051,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,Chocolate Crumb,0.512,20,0.479,,0.051,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,Crew Cups,0.687,-135,0.143,,0.051,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,1(it (M)Black Honey,0.5,90,0.99,135,0.072,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,50%,0.055,,0.051,,0.051,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,CM,0.717,25,0.312,,0.051,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,Chocolate Crumb,0.512,20,0.479,,0.051,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,Crew Cups,0.687,-135,0.143,,0.051,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,1(it (M)Black Honey,0.5,90,0.99,135,0.072,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,50%,0.055,,0.051,,0.051,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,CM,0.717,25,0.312,,0.051,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,Chocolate Crumb,0.512,20,0.479,,0.051,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,Crew Cups,0.687,-135,0.143,,0.051,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,1(it (M)Black Honey,0.5,90,0.99,135,0.072,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,50%,0.055,,0.051,,0.051,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,CM,0.717,25,0.312,,0.051,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,Chocolate Crumb,0.512,20,0.479,,0.051,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,Crew Cups,0.687,-135,0.143,,0.051,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,1(it (M)Black Honey,0.5,90,0.99,135,0.072,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,50%,0.055,,0.051,,0.051,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,CM,0.717,25,0.312,,0.051,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,Chocolate Crumb,0.512,20,0.479,,0.051,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,Crew Cups,0.687,-135,0.143,,0.051,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,1(it (M)Black Honey,0.5,90,0.99,135,0.072,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,50%,0.055,,0.051,,0.051,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,CM,0.717,25,0.312,,0.051,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,Chocolate Crumb,0.512,20,0.479,,0.051,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,Crew Cups,0.687,-135,0.143,,0.051,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,1(it (M)Black Honey,0.5,90,0.99,135,0.072,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,50%,0.055,,0.051,,0.051,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,CM,0.717,25,0.312,,0.051,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,Chocolate Crumb,0.512,20,0.479,,0.051,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,Crew Cups,0.687,-135,0.143,,0.051,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,1(it (M)Black Honey,0.5,90,0.99,135,0.072,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,50%,0.055,,0.051,,0.051,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,CM,0.717,25,0.312,,0.051,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,Chocolate Crumb,0.512,20,0.479,,0.051,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,Crew Cups,0.687,-135,0.143,,0.051,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,1(it (M)Black Honey,0.5,90,0.99,135,0.072,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,50%,0.055,,0.051,,0.051,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,CM,0.717,25,0.312,,0.051,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,Chocolate Crumb,0.512,20,0.479,,0.051,
GAGA_Potch_11.json,TaxID:0105565176530,0.994,No:20250123045,0.992,2025-01-23,0.987,17:01:21,0.993,,0.918,"GAGA Beverages (Thailand) Co.,Ltd",0.98,Crew Cups,0.687,-135,0.143,,0.051,
GAGA_Potch_12.json,TaxID:0105565176530,0.96,No:20250123043,0.981,2025-01-23,0.883,16:32:54,0.99,79.44,0.154,"GAGA Beverages (Thailand) Co.,Ltd",0.956,1(it (S) Overload,0.173,85,0.995,1,0.501,
GAGA_Potch_12.json,TaxID:0105565176530,0.96,No:20250123043,0.981,2025-01-23,0.883,16:32:54,0.99,79.44,0.154,"GAGA Beverages (Thailand) Co.,Ltd",0.956,1(it (S) Overload,0.173,85,0.995,1,0.501,
GAGA_Potch_12.json,TaxID:0105565176530,0.96,No:20250123043,0.981,2025-01-23,0.883,16:32:54,0.99,79.44,0.154,"GAGA Beverages (Thailand) Co.,Ltd",0.956,1(it (S) Overload,0.173,85,0.995,1,0.501,
GAGA_Potch_12.json,TaxID:0105565176530,0.96,No:20250123043,0.981,2025-01-23,0.883,16:32:54,0.99,79.44,0.154,"GAGA Beverages (Thailand) Co.,Ltd",0.956,1(it (S) Overload,0.173,85,0.995,1,0.501,
GAGA_Potch_12.json,TaxID:0105565176530,0.96,No:20250123043,0.981,2025-01-23,0.883,16:32:54,0.99,79.44,0.154,"GAGA Beverages (Thailand) Co.,Ltd",0.956,1(it (S) Overload,0.173,85,0.995,1,0.501,
GAGA_Potch_12.json,TaxID:0105565176530,0.96,No:20250123043,0.981,2025-01-23,0.883,16:32:54,0.99,79.44,0.154,"GAGA Beverages (Thailand) Co.,Ltd",0.956,1(it (S) Overload,0.173,85,0.995,1,0.501,
GAGA_Potch_12.json,TaxID:0105565176530,0.96,No:20250123043,0.981,2025-01-23,0.883,16:32:54,0.99,79.44,0.154,"GAGA Beverages (Thailand) Co.,Ltd",0.956,1(it (S) Overload,0.173,85,0.995,1,0.501,
GAGA_Potch_12.json,TaxID:0105565176530,0.96,No:20250123043,0.981,2025-01-23,0.883,16:32:54,0.99,79.44,0.154,"GAGA Beverages (Thailand) Co.,Ltd",0.956,1(it (S) Overload,0.173,85,0.995,1,0.501,
GAGA_Potch_12.json,TaxID:0105565176530,0.96,No:20250123043,0.981,2025-01-23,0.883,16:32:54,0.99,79.44,0.154,"GAGA Beverages (Thailand) Co.,Ltd",0.956,1(it (S) Overload,0.173,85,0.995,1,0.501,
GAGA_Potch_13.json,TaxID:0105565176530,0.961,No:20250123041,0.983,2025-01-23,0.924,16:20:03,0.969,,0.465,"GAGA Beverages (Thailand) Co.,Ltd",0.966,Thai Milk Tea,0.285,80,0.177,1,0.05,
